date,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,income_support,facial_coverings,vaccination_policy,stringency_index,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered
2021-03-13,1087.0,380313.0,24671.0,263.0,61789.0,4070.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,29759.0,169.0,272615.0,245043.0,3558022.0,90289.0,42638551.0,57660905.0,231410.0,5358621.0,21245.0,2383675.0,252655.0,7742296.0
2021-03-14,821.0,381134.0,24989.0,188.0,61977.0,4127.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,26343.0,140.0,272960.0,54509.0,3558022.0,90429.0,42911511.0,57715414.0,63352.0,5421973.0,5217.0,2388892.0,68569.0,7810865.0
2021-03-15,1676.0,382810.0,25469.0,401.0,62378.0,4219.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,3.0,62.04,6471.0,333.0,273771.0,495130.0,3558022.0,90762.0,43185282.0,58210544.0,158663.0,5580636.0,36529.0,2425421.0,195192.0,8006057.0
2021-03-16,2005.0,384815.0,25492.0,435.0,62813.0,4239.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,3.0,62.04,29975.0,408.0,275360.0,448929.0,3558022.0,91170.0,43460642.0,58659473.0,141567.0,5722203.0,43174.0,2468595.0,184741.0,8190798.0
2021-03-17,1745.0,386560.0,25314.0,357.0,63170.0,4219.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,3.0,62.04,38501.0,241.0,276993.0,404630.0,3558022.0,91411.0,43737635.0,59064103.0,150490.0,5872693.0,42602.0,2511197.0,193092.0,8383890.0
2021-03-18,1661.0,388221.0,25389.0,382.0,63552.0,4246.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,3.0,62.04,34998.0,268.0,278263.0,483342.0,3558022.0,91679.0,44015898.0,59547445.0,167839.0,6040532.0,50007.0,2561204.0,217846.0,8601736.0
2021-03-19,1699.0,389920.0,25339.0,383.0,63935.0,4287.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,35088.0,285.0,279646.0,545137.0,3558022.0,91964.0,44295544.0,60092582.0,230010.0,6270542.0,44314.0,2605518.0,274324.0,8876060.0
2021-03-20,1348.0,391268.0,25537.0,317.0,64252.0,4353.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,35327.0,176.0,280571.0,282851.0,3558022.0,92140.0,44576115.0,60375433.0,166688.0,6437230.0,16108.0,2621626.0,182796.0,9058856.0
2021-03-21,926.0,392194.0,25926.0,196.0,64448.0,4406.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,30581.0,138.0,280955.0,59732.0,3558022.0,92278.0,44857070.0,60435165.0,49942.0,6487172.0,4049.0,2625675.0,53991.0,9112847.0
2021-03-22,1902.0,394096.0,26488.0,471.0,64919.0,4548.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,15792.0,343.0,281885.0,581562.0,3558022.0,92621.0,45138955.0,61016727.0,170052.0,6657224.0,39310.0,2664985.0,209362.0,9322209.0
2021-03-23,2286.0,396382.0,26756.0,488.0,65407.0,4634.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,14678.0,287.0,283507.0,535627.0,3558022.0,92908.0,45422462.0,61552354.0,250391.0,6907615.0,50197.0,2715182.0,300588.0,9622797.0
2021-03-24,2130.0,398512.0,26876.0,384.0,65791.0,4651.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,65373.0,245.0,285199.0,483128.0,3558022.0,93153.0,45707661.0,62035482.0,256906.0,7164521.0,51664.0,2766846.0,308570.0,9931367.0
2021-03-25,1860.0,400372.0,27036.0,408.0,66199.0,4709.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,70.37,45641.0,225.0,286607.0,570672.0,3558022.0,93378.0,45994268.0,62606154.0,341811.0,7506332.0,56002.0,2822848.0,397813.0,10329180.0
2021-03-26,2048.0,402420.0,27242.0,476.0,66675.0,4766.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,41869.0,897.0,288062.0,635140.0,3558022.0,94275.0,46282330.0,63241294.0,358804.0,7865136.0,53609.0,2876457.0,412413.0,10741593.0
2021-03-27,1567.0,403987.0,27259.0,332.0,67007.0,4791.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,42619.0,190.0,289350.0,347455.0,3558022.0,94465.0,46571680.0,63588749.0,195259.0,8060395.0,23297.0,2899754.0,218556.0,10960149.0
2021-03-28,1017.0,405004.0,27712.0,238.0,67245.0,4872.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,37014.0,131.0,289752.0,63358.0,3558022.0,94596.0,46861432.0,63652107.0,59341.0,8119736.0,6440.0,2906194.0,65781.0,11025930.0
2021-03-29,2099.0,407103.0,28322.0,484.0,67729.0,4974.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,9094.0,360.0,290810.0,687426.0,3558022.0,94956.0,47152242.0,64339533.0,202979.0,8322715.0,60387.0,2966581.0,263366.0,11289296.0
2021-03-30,2579.0,409682.0,28510.0,569.0,68298.0,5072.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,30702.0,381.0,292796.0,656016.0,3558022.0,95337.0,47445038.0,64995549.0,285479.0,8608194.0,80285.0,3046866.0,365764.0,11655060.0
2021-03-31,2209.0,411891.0,28463.0,472.0,68770.0,5053.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,59038.0,303.0,294638.0,570396.0,3558022.0,95640.0,47739676.0,65565945.0,263040.0,8871234.0,84300.0,3131166.0,347340.0,12002400.0
2021-04-01,2035.0,413926.0,28581.0,480.0,69250.0,5109.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,50659.0,308.0,296166.0,660087.0,3558022.0,95948.0,48035842.0,66226032.0,315492.0,9186726.0,104853.0,3236019.0,420345.0,12422745.0
2021-04-02,2092.0,416018.0,28729.0,505.0,69755.0,5254.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,46677.0,332.0,297734.0,670440.0,3558022.0,96280.0,48333576.0,66896472.0,281341.0,9468067.0,105731.0,3341750.0,387072.0,12809817.0
2021-04-03,1730.0,417748.0,28886.0,399.0,70154.0,5273.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,13917.0,185.0,299075.0,406226.0,3558022.0,96465.0,48632651.0,67302698.0,141076.0,9609143.0,67522.0,3409272.0,208598.0,13018415.0
2021-04-04,1224.0,418972.0,29356.0,270.0,70424.0,5341.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,68.52,66794.0,185.0,299624.0,66133.0,3558022.0,96650.0,48932275.0,67368831.0,46529.0,9655672.0,20957.0,3430229.0,67486.0,13085901.0
2021-04-05,1219.0,420191.0,29907.0,284.0,70708.0,5433.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,71.3,10793.0,197.0,300064.0,102929.0,3558022.0,96847.0,49232339.0,67471760.0,63340.0,9719012.0,13283.0,3443512.0,76623.0,13162524.0
2021-04-06,2459.0,422650.0,30639.0,632.0,71340.0,5626.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,75.0,8045.0,426.0,301299.0,630442.0,3558022.0,97273.0,49533638.0,68102202.0,217219.0,9936231.0,120148.0,3563660.0,337367.0,13499891.0
2021-04-07,3131.0,425781.0,30904.0,673.0,72013.0,5729.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,75.0,12951.0,421.0,303639.0,478017.0,3558022.0,97694.0,49837277.0,68580219.0,260257.0,10196488.0,126587.0,3690247.0,386844.0,13886735.0
2021-04-08,2156.0,427937.0,30555.0,498.0,72511.0,5705.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,75.0,84999.0,343.0,305711.0,469491.0,3558022.0,98037.0,50142988.0,69049710.0,337834.0,10534322.0,138011.0,3828258.0,475845.0,14362580.0
2021-04-09,2120.0,430057.0,30326.0,498.0,73009.0,5757.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,75.0,41243.0,330.0,307674.0,509716.0,3558022.0,98367.0,50450662.0,69559426.0,410158.0,10944480.0,134038.0,3962296.0,544196.0,14906776.0
2021-04-10,1649.0,431706.0,30238.0,388.0,73397.0,5769.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,75.0,43284.0,207.0,309136.0,296143.0,3558022.0,98574.0,50759798.0,69855569.0,212621.0,11157101.0,91128.0,4053424.0,303749.0,15210525.0
2021-04-11,1305.0,433011.0,30671.0,286.0,73683.0,5838.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,3.0,75.0,34895.0,176.0,309787.0,59391.0,3558022.0,98750.0,51069585.0,69914960.0,56143.0,11213244.0,36797.0,4090221.0,92940.0,15303465.0
2021-04-12,2172.0,435183.0,31262.0,492.0,74175.0,5916.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,8536.0,385.0,310934.0,479982.0,3558022.0,99135.0,51380519.0,70394942.0,237072.0,11450316.0,125162.0,4215383.0,362234.0,15665699.0
2021-04-13,2501.0,437684.0,31226.0,555.0,74730.0,5952.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,39113.0,345.0,313051.0,391481.0,3558022.0,99480.0,51693570.0,70786423.0,309486.0,11759802.0,157240.0,4372623.0,466726.0,16132425.0
2021-04-14,2072.0,439756.0,30868.0,441.0,75171.0,5902.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,43505.0,297.0,315152.0,370342.0,3558022.0,99777.0,52008722.0,71156765.0,294528.0,12054330.0,152823.0,4525446.0,447351.0,16579776.0
2021-04-15,2062.0,441818.0,30668.0,501.0,75672.0,5924.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,38045.0,296.0,317036.0,375978.0,3558022.0,100073.0,52325758.0,71532743.0,337106.0,12391436.0,165032.0,4690478.0,502138.0,17081914.0
2021-04-16,2044.0,443862.0,30472.0,463.0,76135.0,5914.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,36442.0,331.0,318923.0,417543.0,3558022.0,100404.0,52644681.0,71950286.0,339285.0,12730721.0,161040.0,4851518.0,500325.0,17582239.0
2021-04-17,1471.0,445333.0,30329.0,359.0,76494.0,5877.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,35861.0,189.0,320275.0,248259.0,3558022.0,100593.0,52964956.0,72198545.0,188656.0,12919377.0,97653.0,4949171.0,286309.0,17868548.0
2021-04-18,1111.0,446444.0,30789.0,233.0,76727.0,5893.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,29344.0,140.0,320757.0,52311.0,3558022.0,100733.0,53285713.0,72250856.0,51620.0,12970997.0,37818.0,4986989.0,89438.0,17957986.0
2021-04-19,2066.0,448510.0,31214.0,502.0,77229.0,5970.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,6696.0,447.0,321889.0,418542.0,3558022.0,101180.0,53607602.0,72669398.0,205695.0,13176692.0,147285.0,5134274.0,352980.0,18310966.0
2021-04-20,2404.0,450914.0,31086.0,601.0,77830.0,5984.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,43098.0,388.0,323961.0,343724.0,3558022.0,101568.0,53931563.0,73013122.0,254420.0,13431112.0,183002.0,5317276.0,437422.0,18748388.0
2021-04-21,2095.0,453009.0,30954.0,476.0,78306.0,5959.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,34968.0,313.0,325811.0,326481.0,3558022.0,101881.0,54257374.0,73339603.0,253268.0,13684380.0,181490.0,5498766.0,434758.0,19183146.0
2021-04-22,1878.0,454887.0,30634.0,478.0,78784.0,5981.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,34318.0,283.0,327668.0,331139.0,3558022.0,102164.0,54585042.0,73670742.0,287565.0,13971945.0,204109.0,5702875.0,491674.0,19674820.0
2021-04-23,1932.0,456819.0,30438.0,436.0,79220.0,5962.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,32340.0,332.0,329405.0,377861.0,3558022.0,102496.0,54914447.0,74048603.0,297811.0,14269756.0,202810.0,5905685.0,500621.0,20175441.0
2021-04-24,1368.0,458187.0,30100.0,348.0,79568.0,5958.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,32633.0,217.0,330838.0,223674.0,3558022.0,102713.0,55245285.0,74272277.0,190448.0,14460204.0,122212.0,6027897.0,312660.0,20488101.0
2021-04-25,881.0,459068.0,30287.0,218.0,79786.0,5978.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,24465.0,145.0,331362.0,49268.0,3558022.0,102858.0,55576647.0,74321545.0,69560.0,14529764.0,42529.0,6070426.0,112089.0,20600190.0
2021-04-26,1944.0,461012.0,30596.0,470.0,80256.0,6001.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,5952.0,398.0,332563.0,407447.0,3558022.0,103256.0,55909210.0,74728992.0,220959.0,14750723.0,170603.0,6241029.0,391562.0,20991752.0
2021-04-27,2109.0,463121.0,30281.0,484.0,80740.0,5943.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,30317.0,347.0,334577.0,360034.0,3558022.0,103603.0,56243787.0,75089026.0,284606.0,15035329.0,210935.0,6451964.0,495541.0,21487293.0
2021-04-28,1708.0,464829.0,29911.0,349.0,81089.0,5879.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,31539.0,315.0,336281.0,315329.0,3558022.0,103918.0,56580068.0,75404355.0,299504.0,15334833.0,208981.0,6660945.0,508485.0,21995778.0
2021-04-29,1711.0,466540.0,29487.0,392.0,81481.0,5804.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,26538.0,306.0,338000.0,387020.0,3558022.0,104224.0,56918068.0,75791375.0,357129.0,15691962.0,232390.0,6893335.0,589519.0,22585297.0
2021-04-30,1433.0,467973.0,28930.0,323.0,81804.0,5675.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,24299.0,290.0,339650.0,470591.0,3558022.0,104514.0,57257718.0,76261966.0,372214.0,16064176.0,224742.0,7118077.0,596956.0,23182253.0
2021-05-01,1246.0,469219.0,28603.0,310.0,82114.0,5581.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,25670.0,192.0,340997.0,69450.0,3558022.0,104706.0,57598715.0,76331416.0,167641.0,16231817.0,63749.0,7181826.0,231390.0,23413643.0
2021-05-02,798.0,470017.0,28818.0,173.0,82287.0,5585.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,75.0,9888.0,113.0,341458.0,58017.0,3558022.0,104819.0,57940173.0,76389433.0,91744.0,16323561.0,43506.0,7225332.0,135250.0,23548893.0
2021-05-03,1495.0,471512.0,28950.0,386.0,82673.0,5630.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,3760.0,311.0,342451.0,473404.0,3558022.0,105130.0,58282624.0,76862837.0,288918.0,16612479.0,187561.0,7412893.0,476479.0,24025372.0
2021-05-04,1591.0,473103.0,28427.0,355.0,83028.0,5504.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,24371.0,257.0,344265.0,405706.0,3558022.0,105387.0,58626889.0,77268543.0,315668.0,16928147.0,251104.0,7663997.0,566772.0,24592144.0
2021-05-05,1459.0,474562.0,27686.0,312.0,83340.0,5402.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,26000.0,244.0,346184.0,354362.0,3558022.0,105631.0,58973073.0,77622905.0,327193.0,17255340.0,250685.0,7914682.0,577878.0,25170022.0
2021-05-06,1151.0,475713.0,26985.0,273.0,83613.0,5231.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,21712.0,219.0,347768.0,444149.0,3558022.0,105850.0,59320841.0,78067054.0,379514.0,17634854.0,274494.0,8189176.0,654008.0,25824030.0
2021-05-07,1140.0,476853.0,26331.0,269.0,83882.0,5106.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,19124.0,251.0,349293.0,508482.0,3558022.0,106101.0,59670134.0,78575536.0,372747.0,18007601.0,298993.0,8488169.0,671740.0,26495770.0
2021-05-08,844.0,477697.0,25800.0,191.0,84073.0,5005.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,20745.0,176.0,350471.0,87101.0,3558022.0,106277.0,60020605.0,78662637.0,222162.0,18229763.0,84808.0,8572977.0,306970.0,26802740.0
2021-05-09,527.0,478224.0,25797.0,124.0,84197.0,4971.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,9128.0,115.0,350873.0,57974.0,3558022.0,106392.0,60371478.0,78720611.0,129701.0,18359464.0,54108.0,8627085.0,183809.0,26986549.0
2021-05-10,1125.0,479349.0,25666.0,265.0,84462.0,4870.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,3292.0,292.0,351795.0,522292.0,3558022.0,106684.0,60723273.0,79242903.0,313382.0,18672846.0,254948.0,8882033.0,568330.0,27554879.0
2021-05-11,1239.0,480588.0,25028.0,285.0,84747.0,4743.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,4.0,63.89,19791.0,251.0,353370.0,481167.0,3558022.0,106935.0,61076643.0,79724070.0,403901.0,19076747.0,296411.0,9178444.0,700312.0,28255191.0
2021-05-12,965.0,481553.0,24254.0,217.0,84964.0,4583.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,21498.0,184.0,354860.0,449475.0,3558022.0,107119.0,61431503.0,80173545.0,434114.0,19510861.0,269688.0,9448132.0,703802.0,28958993.0
2021-05-13,618.0,482171.0,23656.0,139.0,85103.0,4442.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,19461.0,131.0,355927.0,78615.0,3558022.0,107250.0,61787430.0,80252160.0,338600.0,19849461.0,78159.0,9526291.0,416759.0,29375752.0
2021-05-14,733.0,482904.0,23406.0,152.0,85255.0,4352.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,7025.0,173.0,356700.0,453024.0,3558022.0,107423.0,62144130.0,80705184.0,454128.0,20303589.0,202940.0,9729231.0,657068.0,30032820.0
2021-05-15,580.0,483484.0,22950.0,134.0,85389.0,4271.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,15685.0,112.0,357613.0,228387.0,3558022.0,107535.0,62501743.0,80933571.0,374972.0,20678561.0,120584.0,9849815.0,495556.0,30528376.0
2021-05-16,416.0,483900.0,22963.0,102.0,85491.0,4255.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,13948.0,81.0,357928.0,54308.0,3558022.0,107616.0,62859671.0,80987879.0,202752.0,20881313.0,34100.0,9883915.0,236852.0,30765228.0
2021-05-17,871.0,484771.0,22749.0,204.0,85695.0,4186.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,3350.0,196.0,358776.0,473762.0,3558022.0,107812.0,63218447.0,81461641.0,376115.0,21257428.0,178524.0,10062439.0,554639.0,31319867.0
2021-05-18,996.0,485767.0,22058.0,247.0,85942.0,4015.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,63.89,17210.0,228.0,360213.0,437507.0,3558022.0,108040.0,63578660.0,81899148.0,460137.0,21717565.0,192767.0,10255206.0,652904.0,31972771.0
2021-05-19,712.0,486479.0,21347.0,168.0,86110.0,3862.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,19050.0,141.0,361460.0,387968.0,3558022.0,108181.0,63940120.0,82287116.0,467398.0,22184963.0,180937.0,10436143.0,648335.0,32621106.0
2021-05-20,709.0,487188.0,20750.0,202.0,86312.0,3769.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,15415.0,133.0,362593.0,430204.0,3558022.0,108314.0,64302713.0,82717320.0,507528.0,22692491.0,204281.0,10640424.0,711809.0,33332915.0
2021-05-21,625.0,487813.0,20209.0,139.0,86451.0,3631.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,12800.0,123.0,363600.0,454222.0,3558022.0,108437.0,64666313.0,83171542.0,489668.0,23182159.0,221354.0,10861778.0,711022.0,34043937.0
2021-05-22,468.0,488281.0,19765.0,115.0,86566.0,3544.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,12611.0,89.0,364391.0,244957.0,3558022.0,108526.0,65030704.0,83416499.0,347189.0,23529348.0,108450.0,10970228.0,455639.0,34499576.0
2021-05-23,324.0,488605.0,19720.0,73.0,86639.0,3515.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,9704.0,70.0,364695.0,52583.0,3558022.0,108596.0,65395399.0,83469082.0,161690.0,23691038.0,26735.0,10996963.0,188425.0,34688001.0
2021-05-24,260.0,488865.0,19701.0,66.0,86705.0,3496.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,2229.0,62.0,364902.0,96934.0,3558022.0,108658.0,65760301.0,83566016.0,263191.0,23954229.0,52978.0,11049941.0,316169.0,35004170.0
2021-05-25,796.0,489661.0,19430.0,205.0,86910.0,3447.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,3155.0,221.0,365739.0,485434.0,3558022.0,108879.0,66126040.0,84051450.0,400272.0,24354501.0,226499.0,11276440.0,626771.0,35630941.0
2021-05-26,671.0,490332.0,18593.0,181.0,87091.0,3330.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,12646.0,144.0,367046.0,357218.0,3558022.0,109023.0,66493086.0,84408668.0,413454.0,24767955.0,227856.0,11504296.0,641310.0,36272251.0
2021-05-27,499.0,490831.0,17941.0,127.0,87218.0,3206.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,13933.0,142.0,368023.0,408093.0,3558022.0,109165.0,66861109.0,84816761.0,449803.0,25217758.0,266528.0,11770824.0,716331.0,36988582.0
2021-05-28,539.0,491370.0,17272.0,155.0,87373.0,3104.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,11268.0,125.0,369109.0,446847.0,3558022.0,109290.0,67230218.0,85263608.0,429549.0,25647307.0,318336.0,12089160.0,747885.0,37736467.0
2021-05-29,334.0,491704.0,16847.0,93.0,87466.0,3028.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,10675.0,68.0,369789.0,229396.0,3558022.0,109358.0,67600007.0,85493004.0,298977.0,25946284.0,182758.0,12271918.0,481735.0,38218202.0
2021-05-30,199.0,491903.0,16775.0,43.0,87509.0,2993.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,8541.0,44.0,370014.0,51041.0,3558022.0,109402.0,67970021.0,85544045.0,107142.0,26053426.0,42140.0,12314058.0,149282.0,38367484.0
2021-05-31,529.0,492432.0,16596.0,140.0,87649.0,2945.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,1211.0,126.0,370577.0,400167.0,3558022.0,109528.0,68340598.0,85944212.0,358032.0,26411458.0,241590.0,12555648.0,599622.0,38967106.0
2021-06-01,596.0,493028.0,16088.0,145.0,87794.0,2825.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,9848.0,134.0,371500.0,348579.0,3558022.0,109662.0,68712098.0,86292791.0,431014.0,26842472.0,302950.0,12858598.0,733964.0,39701070.0
2021-06-02,491.0,493519.0,15638.0,106.0,87900.0,2754.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,8743.0,96.0,372310.0,314482.0,3558022.0,109758.0,69084408.0,86607273.0,420105.0,27262577.0,279008.0,13137606.0,699113.0,40400183.0
2021-06-03,458.0,493977.0,15283.0,94.0,87994.0,2677.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,8161.0,70.0,373033.0,367151.0,3558022.0,109828.0,69457441.0,86974424.0,465608.0,27728185.0,312768.0,13450374.0,778376.0,41178559.0
2021-06-04,408.0,494385.0,14801.0,91.0,88085.0,2571.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,6953.0,88.0,373818.0,419741.0,3558022.0,109916.0,69831259.0,87394165.0,456250.0,28184435.0,362644.0,13813018.0,818894.0,41997453.0
2021-06-05,267.0,494652.0,14532.0,62.0,88147.0,2525.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,6654.0,57.0,374281.0,212620.0,3558022.0,109973.0,70205540.0,87606785.0,304803.0,28489238.0,222434.0,14035452.0,527237.0,42524690.0
2021-06-06,154.0,494806.0,14525.0,52.0,88199.0,2527.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,5070.0,25.0,374416.0,46046.0,3558022.0,109998.0,70579956.0,87652831.0,133307.0,28622545.0,61189.0,14096641.0,194496.0,42719186.0
2021-06-07,383.0,495189.0,14323.0,97.0,88296.0,2472.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,1164.0,64.0,374909.0,375396.0,3558022.0,110062.0,70954865.0,88028227.0,339995.0,28962540.0,298754.0,14395395.0,638749.0,43357935.0
2021-06-08,405.0,495594.0,13984.0,106.0,88402.0,2394.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,54.63,6018.0,75.0,375569.0,328056.0,3558022.0,110137.0,71330434.0,88356283.0,393876.0,29356416.0,337919.0,14733314.0,731795.0,44089730.0
