$X_{0}$,$X_{1}$,$X_{2}$,$X_{3}$,$X_{4}$,$X_{5}$,$X_{6}$,$X_{7}$,$X_{8}$,$X_{9}$,$\dot{X}_{0}$,$\dot{X}_{1}$,$\dot{X}_{2}$,$\dot{X}_{3}$,$\dot{X}_{4}$,$\dot{X}_{5}$,$\dot{X}_{6}$,$\dot{X}_{7}$,$\dot{X}_{8}$,$\dot{X}_{9}$,$\ddot{X}_{0}$,$\ddot{X}_{1}$,$\ddot{X}_{2}$,$\ddot{X}_{3}$,$\ddot{X}_{4}$,$\ddot{X}_{5}$,$\ddot{X}_{6}$,$\ddot{X}_{7}$,$\ddot{X}_{8}$,$\ddot{X}_{9}$
-0.35316211567038475,-0.027924688962707108,-0.06041456261914603,0.15176487713228287,0.010141978918177575,0.2434464488637055,-0.03299103043827605,-0.22952440398259313,0.2364593882803045,0.039009014097483585,-3.4737240959308195,2.9092320780092207,-4.854141248393027,5.735602417048025,-1.8138406617125002,-1.233459720408306,-0.5982600979216575,-1.525830851046983,5.352371470152839,-2.5030547706152717,54.99321258017249,-31.459179667922374,20.458111633564968,-28.80065531023382,30.624384754133786,-41.36591445943588,7.920080231500025,57.56007820975751,-57.613237305546185,13.551324182938188
0.18161239301251875,-0.040168229591236546,0.039506469890017,-0.35026276026624814,-0.35616846742039765,-0.2969710583505864,-0.06656916715254607,-0.4222003538321599,-0.4638395895898684,-0.3169464631414887,4.065311676606757,-4.743013936059921,2.604258808303092,-2.5994217457847086,2.2895653541929994,0.5033873356362459,-4.098241197488852,6.122118037186718,-4.926817808609182,0.9849196112803337,-32.727554674399904,24.910978059895086,-41.68138573860807,35.960815100795976,5.288328763963867,15.030604428967635,-48.213101006432424,29.447335365274505,15.440300646900328,16.73782622671688
0.18138712559675052,0.6898290850883054,0.17760741170105604,0.24717564623428118,0.16946652799321862,0.14739992605640323,0.47572171865654056,-0.1719266042354288,0.315934193104042,-0.12560164993898018,0.9306901314113583,-2.9745686902514334,1.9514338106054343,-1.1071452052277369,2.985027599919035,-0.7544853641929804,-3.863509355056072,2.8156614408101133,0.5704082702203528,-1.0946482799698911,39.09776929944579,-82.67493536004126,56.35874902475826,-11.930256187970212,4.5519123177639695,31.0434207126969,-87.11462801420292,94.32458097059884,-75.4426812760766,50.523425166718695
0.1084953155442392,-0.26344242551894204,0.08560690672783569,-0.5268925497310795,0.1263167343712922,0.16849048286850687,0.07278104023876984,0.3138283613762977,-0.2785292648691002,-0.10740377275628228,-2.690640970640468,1.3124467222061118,1.4292120506997068,-1.60876542919446,-1.4046009857217676,2.1727658319829626,-1.8816970304490528,2.1238621332146326,-4.1881849799098765,1.201773448144554,-41.61585835824827,58.4305474621277,-83.29116706227065,102.69231735383885,-73.42701755067382,-11.200548300468963,27.853478926473755,-75.83729446596047,72.81518481528745,-5.561877800932327
0.31832474673909766,-0.1558678472577691,0.21415885146430963,-0.3624738413806673,0.13672268926207712,0.0039643720696307255,-0.052347093386172605,0.29639056514848805,-0.2697038973743129,-0.23827670781629104,0.2216824447854598,0.820438100443333,-2.4469210995344404,3.459874202187696,-0.0017897864139306552,-1.6653044645129473,-2.3494829195258693,-2.6410209839202436,3.6214539092740896,-1.2193834728018051,-65.75348176208941,69.12374133361313,-79.95255086517271,87.66470283936596,-58.06175793535522,6.41354975481851,35.6145758403289,-77.6022469683125,62.235104598863856,17.973559150787857
0.0649245556704354,-0.24333249164994591,0.11455773540762006,-0.18276372727865595,0.00037819604574790234,-0.3021664031887276,-0.7260202437672761,0.0371349651951004,-0.24026340431160853,0.15817139146639553,-2.945841744495298,4.728905777337454,-2.0509414654705775,0.44995718597638995,-3.190269582290378,2.2260778930913254,0.15765340891257396,-1.6314094382990432,-0.6193523638575693,-1.1611957844034273,-32.01751374653003,54.09085202192011,-53.266846031993374,39.42490088495301,-39.90148734142037,-15.010809182891817,107.21678102211966,-104.17266597952944,55.544453767553556,-47.687706414908305
0.10576232737262814,0.38657039145210315,-0.3128536830099844,0.22249188218494173,-0.2271878073122801,-0.011256653546308093,0.13252268060105438,-0.10360246211133807,0.08874139194893263,-0.5091893988305115,1.4838387748576385,1.3299299505768472,-2.579417755679562,0.4900846073549471,0.08165577209819577,0.5112518957880174,2.8694715783899336,0.49839985308308954,-1.6888582539037857,-0.08408002813728843,16.29752304976497,-93.3125990126307,102.70895645593055,-80.37257421484989,56.860277947237776,-6.60050058438142,-31.034680737764955,34.772513220697846,-74.54230959371401,90.3829427562074
-0.28435593200973475,0.18699911787469137,-0.0764305957960514,0.5246813422865276,0.37125042590982615,0.003409573384973698,0.2035952932828532,-0.13970365227077544,0.47718559130923804,-0.1239874959802093,1.9631778434128762,0.4329792368343653,1.7987786808887614,-0.1040007333455426,2.4913676816542303,-1.9634267087801436,-0.4611205792913117,0.7428149127518016,1.4183562963803746,-3.117722490650188,63.353112381925826,-62.09068552497011,78.01310214844523,-73.3671309294016,-22.08629565698898,47.30341693224738,-44.923895170188196,83.59684870278645,-98.68741833358573,72.11300912397162
0.037908560293916135,0.0699860975017453,-0.31778763719237013,-0.23785510758908068,-0.027611460147053415,0.025016282191554495,0.381847477186139,0.06481485657349112,0.2748640125141499,-0.23951165305185124,1.607562877439108,-4.317561061570062,5.452178151241845,-2.252351578804364,1.4774747934981687,3.0625783045072215,-1.252329577126832,1.770419194017067,-3.988380693286127,5.000655135028266,-0.4746262838411622,-38.310631925761534,41.474350070259206,11.443971797128999,-13.64909775538352,28.771619234530224,-54.66942447658164,43.18227213857338,-64.11288949834376,65.67833771121275
-0.04909587383459759,0.22946376801506524,-0.2957600671407707,0.3640466460010593,-0.11925027723017188,-0.15943175445120056,-0.1631934396108917,-0.34185963123447266,0.24062406658355925,-0.08116393356343707,-3.3608088564916136,1.3575961921382937,-0.7022418247187069,2.7610969948168376,-1.3195902194742115,-0.8708298259603561,-0.5719519066263201,-3.214735375943393,0.6553984768429464,4.0395705414108365,27.93752896261093,-69.06774868358755,97.72605244227222,-95.47614480674517,45.72791903196485,2.955699617548506,-14.63875061507632,71.70683110323215,-78.22397077522884,34.52890899242898
